sample_id,component,material,load_case,thickness_mm,cross_section_area_cm2,applied_load_kN,load_factor_g,von_mises_stress_MPa,effective_stress_MPa,stress_concentration_Kt,stress_ratio_R,strain,deformation_mm,elastic_modulus_GPa,yield_strength_MPa,density_g_cm3,temperature_C,fatigue_cycles,fatigue_limit_MPa,crack_length_mm,crack_growth_rate,cumulative_damage_index,safety_margin,utilization_ratio,structural_health_score,rul_cycles,failure_label,risk_class
3436,Rib_Section,Al_2024-T3,Ground_Taxi,3.07,34.51,187.67,-0.659,45.26,135.77,3.0,0.431,0.000427,0.5397,73.1,345,2.78,-33.8,27460,138,50.0,2.938309e-06,0.0003,2.541,0.3935,64.05,49984,0,Medium
3437,Wing_Spar,Al_2024-T3,Pressurization,21.38,42.36,547.78,1.797,144.02,360.04,2.5,-0.966,0.001945,1.2294,73.1,345,2.78,164.0,10499,138,50.0,0.001624650347,0.0125,0.958,1.0436,54.24,49377,0,Medium
3438,Rib_Section,Al_2024-T3,2.5g_Pull_Up,29.53,108.12,43.8,1.912,5.0,15.0,3.0,-0.609,0.000116,0.0321,73.1,345,2.78,59.3,3344,138,0.0003,7.9e-11,0.0,10.0,0.0435,91.31,49999,0,Low
3439,Landing_Gear,Steel_4340,Gust_Load,18.09,53.49,67.91,-0.007,20.06,20.06,1.0,0.629,0.00011,0.1613,205.0,470,7.85,3.0,12501,413,0.0435,3.481e-09,0.0,10.0,0.0427,100.0,49999,0,Low
3440,Wing_Spar,Steel_4340,2.5g_Pull_Up,2.03,72.96,609.36,2.209,109.22,218.44,2.0,-0.941,0.000672,0.3093,205.0,470,7.85,131.3,31346,413,50.0,0.000134235257,0.0002,2.152,0.4648,61.06,49992,0,Medium
3441,Landing_Gear,Ti-6Al-4V,Ground_Taxi,33.07,17.27,30.51,2.699,25.96,77.89,3.0,-0.772,0.000356,0.0356,113.8,880,4.43,58.0,850,510,2.4318,2.860974e-06,0.0,10.0,0.0885,81.04,49999,0,Low
3442,Engine_Mount,CFRP,Pressurization,31.99,25.57,497.0,1.176,197.87,197.87,1.0,0.392,0.001491,0.6534,135.0,600,1.6,312.0,3745,300,50.0,0.000109781827,0.0007,3.032,0.3298,62.44,49964,0,Medium
3443,Wing_Spar,Al_2024-T3,2.5g_Pull_Up,15.34,9.13,715.94,3.022,776.65,776.65,1.0,0.051,0.010385,6.2906,73.1,345,2.78,277.1,12425,138,50.0,0.036907494362,5.0,0.444,2.2512,24.11,0,1,Critical
3444,Tail_Assembly,Inconel_718,Neg1g_Push_Over,22.93,53.8,329.15,1.293,60.01,60.01,1.0,0.739,0.000367,0.3027,200.0,1034,8.19,85.5,100,620,0.0068,6.8223e-08,0.0,10.0,0.058,93.71,49999,0,Low
3445,Bulkhead,Ti-6Al-4V,1g_Level_Flight,12.96,118.73,47.67,3.233,5.0,7.5,1.5,0.657,1e-05,0.2612,113.8,880,4.43,83.2,2972,510,0.0005,1.7e-10,0.0,10.0,0.0085,100.0,49999,0,Low
3446,Bulkhead,Ti-6Al-4V,Hard_Landing,31.26,105.5,609.63,-0.848,65.79,164.46,2.5,0.261,0.000666,0.1919,113.8,880,4.43,12.4,4051,510,30.5332,7.537198e-06,0.0,5.351,0.1869,71.16,49999,0,Medium
3447,Landing_Gear,Al_7075-T6,Pressurization,12.65,77.78,790.94,0.228,69.67,104.5,1.5,-0.762,0.001003,1.1925,71.7,503,2.81,48.8,32323,159,50.0,1.4397897e-05,0.0012,4.813,0.2078,79.13,49940,0,Low
3448,Rib_Section,Al_2024-T3,Ground_Taxi,10.45,104.03,612.42,0.334,73.4,73.4,1.0,-0.487,0.00107,0.4705,73.1,345,2.78,-13.3,11141,138,3.3398,2.99776e-07,0.0009,4.7,0.2127,98.9,49955,0,Low
3449,Skin_Panel,Ti-6Al-4V,Gust_Load,31.83,73.33,495.9,0.466,78.6,78.6,1.0,-0.313,0.000741,0.3832,113.8,880,4.43,9.3,15002,510,50.0,3.618775e-06,0.0,10.0,0.0893,69.77,49999,0,Medium
3450,Skin_Panel,Al_7075-T6,Hard_Landing,19.15,47.41,203.22,0.8,44.34,66.51,1.5,-0.657,0.000857,0.5383,71.7,503,2.81,-48.6,100,159,0.3741,3.741329e-06,0.0,7.563,0.1322,93.41,49999,0,Low
3451,Tail_Assembly,Inconel_718,1g_Level_Flight,22.35,24.96,22.92,1.002,5.0,15.0,3.0,0.628,7.7e-05,0.3342,200.0,1034,8.19,-7.1,7334,620,0.0178,2.427e-09,0.0,10.0,0.0145,94.39,49999,0,Low
3452,Wing_Spar,Inconel_718,Pressurization,20.2,80.1,593.52,-0.603,73.85,73.85,1.0,-0.369,0.000241,0.5169,200.0,1034,8.19,197.7,8890,620,12.2988,1.383441e-06,0.0,10.0,0.0714,87.21,49999,0,Low
3453,Tail_Assembly,Al_2024-T3,Pressurization,21.78,27.2,204.06,-0.656,48.41,96.82,2.0,-0.208,0.000769,0.0833,73.1,345,2.78,19.2,27384,138,50.0,3.154822e-06,0.0004,3.563,0.2806,60.19,49979,0,Medium
3454,Tail_Assembly,Steel_4340,Neg1g_Push_Over,10.65,53.0,730.86,1.233,150.24,375.61,2.5,-0.064,0.00069,0.6983,205.0,470,7.85,36.0,3247,413,50.0,0.000878465602,0.0001,1.251,0.7992,63.15,49997,0,Medium
3455,Rib_Section,Al_7075-T6,Neg1g_Push_Over,19.24,99.97,401.75,0.175,37.73,56.6,1.5,0.762,0.000661,0.3916,71.7,503,2.81,31.7,1012,159,0.4686,4.63057e-07,0.0,8.888,0.1125,95.2,49999,0,Low
3456,Skin_Panel,Steel_4340,Neg1g_Push_Over,13.0,19.86,455.73,0.996,252.19,504.37,2.0,-0.082,0.001384,0.6736,205.0,470,7.85,4.6,26131,413,50.0,0.004629806975,0.0036,0.932,1.0731,67.4,49818,0,Medium
3457,Wing_Spar,Inconel_718,Neg1g_Push_Over,23.31,19.84,643.31,0.751,330.17,495.25,1.5,-0.188,0.001713,0.0622,200.0,1034,8.19,253.8,3574,620,34.1272,9.548749e-06,0.0003,2.088,0.479,71.15,49985,0,Medium
3458,Engine_Mount,Inconel_718,Ground_Taxi,23.44,30.81,664.72,2.804,219.25,548.12,2.5,-0.984,0.000968,0.284,200.0,1034,8.19,105.6,17607,620,50.0,0.002831258433,0.0003,1.886,0.5301,63.6,49986,0,Medium
3459,Rib_Section,CFRP,Pressurization,14.52,68.47,549.83,0.189,86.32,129.47,1.5,-0.843,0.000593,0.504,135.0,600,1.6,97.2,1440,300,24.4872,1.7004981e-05,0.0,4.634,0.2158,76.89,49999,0,Low
3460,Tail_Assembly,CFRP,Ground_Taxi,16.24,33.95,798.28,1.196,220.51,661.54,3.0,0.373,0.001768,0.6969,135.0,600,1.6,117.1,16744,300,50.0,7.885771e-05,0.0049,0.907,1.1026,53.58,49755,0,Medium
3461,Tail_Assembly,CFRP,2.5g_Pull_Up,13.51,62.87,835.13,1.898,126.07,315.19,2.5,-0.6,0.001134,0.2368,135.0,600,1.6,-0.3,8255,300,50.0,2.7193969e-05,0.0003,1.904,0.5253,64.62,49987,0,Medium
3462,Engine_Mount,CFRP,Gust_Load,13.43,39.73,805.38,3.084,204.72,409.44,2.0,-0.024,0.001523,0.6825,135.0,600,1.6,152.9,39472,300,50.0,0.000624581319,0.0086,1.465,0.6824,59.09,49572,0,Medium
3463,Tail_Assembly,Ti-6Al-4V,2.5g_Pull_Up,28.26,63.22,702.31,-0.507,106.56,159.83,1.5,-0.807,0.000909,0.0359,113.8,880,4.43,21.0,3355,510,49.3465,1.4708356e-05,0.0,5.506,0.1816,70.43,49999,0,Medium
3464,Tail_Assembly,CFRP,Gust_Load,11.83,36.93,602.73,0.706,154.57,309.14,2.0,0.591,0.001027,0.4519,135.0,600,1.6,52.3,1042,300,50.0,0.001107534155,0.0001,1.941,0.5152,67.77,49996,0,Medium
3465,Tail_Assembly,Ti-6Al-4V,1g_Level_Flight,34.54,117.7,567.19,-0.264,43.95,43.95,1.0,-0.331,0.00027,0.4058,113.8,880,4.43,85.6,11438,510,0.0127,1.111e-09,0.0,10.0,0.0499,96.75,49999,0,Low
3466,Bulkhead,Ti-6Al-4V,2.5g_Pull_Up,9.52,61.66,97.15,1.918,16.42,24.63,1.5,-0.835,0.000168,0.1566,113.8,880,4.43,7.9,37444,510,2.2194,5.9272e-08,0.0,10.0,0.028,92.64,49999,0,Low
3467,Rib_Section,Al_2024-T3,1g_Level_Flight,13.78,90.52,238.05,2.03,61.08,91.62,1.5,-0.698,0.000906,0.4038,73.1,345,2.78,-18.6,3413,138,0.3003,8.799e-08,0.0001,3.766,0.2656,89.49,49993,0,Low
3468,Fuselage_Frame,Ti-6Al-4V,1g_Level_Flight,2.65,85.56,14.78,1.887,5.0,7.5,1.5,-0.484,1e-05,0.3004,113.8,880,4.43,-7.2,27014,510,0.0184,6.8e-10,0.0,10.0,0.0085,91.43,49999,0,Low
3469,Rib_Section,Ti-6Al-4V,1g_Level_Flight,17.52,61.41,125.42,1.914,10.26,10.26,1.0,-0.65,0.000173,0.5697,113.8,880,4.43,91.8,6218,510,0.0042,6.73e-10,0.0,10.0,0.0117,98.24,49999,0,Low
3470,Engine_Mount,CFRP,Neg1g_Push_Over,32.88,32.47,378.95,-0.321,114.42,171.63,1.5,0.332,0.000985,0.6491,135.0,600,1.6,82.0,1563,300,50.0,6.0713811e-05,0.0,3.496,0.2861,73.93,49998,0,Medium
3471,Tail_Assembly,Ti-6Al-4V,Hard_Landing,16.07,63.73,133.09,-0.866,43.41,130.22,3.0,-0.247,0.000444,0.6257,113.8,880,4.43,-32.5,13367,510,29.0265,2.171505e-06,0.0,6.758,0.148,69.81,49999,0,Medium
3472,Rib_Section,Steel_4340,Hard_Landing,31.54,83.31,767.4,0.369,115.71,231.42,2.0,0.261,0.00073,0.001,205.0,470,7.85,66.5,11070,413,50.0,0.000282932309,0.0001,2.031,0.4924,63.78,49996,0,Medium
3473,Bulkhead,CFRP,Ground_Taxi,19.66,57.89,686.79,0.518,147.87,147.87,1.0,-0.781,0.001131,0.3964,135.0,600,1.6,-48.9,27338,300,50.0,2.0775099e-05,0.0016,4.058,0.2465,80.24,49919,0,Low
3474,Skin_Panel,Al_7075-T6,1g_Level_Flight,4.1,14.42,70.15,0.865,49.56,123.9,2.5,-0.335,0.000728,0.001,71.7,503,2.81,98.1,1629,159,0.3733,2.2915e-07,0.0,4.06,0.2463,80.87,49999,0,Low
3475,Engine_Mount,CFRP,Neg1g_Push_Over,33.56,7.07,219.09,0.116,319.59,958.78,3.0,0.134,0.002402,0.6888,135.0,600,1.6,98.7,15545,300,50.0,0.062802558206,0.02,0.626,1.598,62.59,48998,0,Medium
3476,Landing_Gear,Ti-6Al-4V,2.5g_Pull_Up,34.85,42.71,698.02,3.439,147.7,295.4,2.0,-0.716,0.001434,0.7677,113.8,880,4.43,80.6,14530,510,50.0,0.000622832331,0.0001,2.979,0.3357,68.24,49994,0,Medium
3477,Rib_Section,Steel_4340,2.5g_Pull_Up,33.2,22.28,684.56,-0.679,302.01,453.01,1.5,-0.026,0.001527,0.3163,205.0,470,7.85,89.3,79269,413,50.0,0.003365262934,0.0227,1.037,0.9639,66.02,48866,0,Medium
3478,Landing_Gear,CFRP,Ground_Taxi,20.02,109.21,804.18,3.032,56.91,85.36,1.5,-0.794,0.000369,0.001,135.0,600,1.6,50.8,5963,300,14.5597,2.441679e-06,0.0,7.029,0.1423,91.98,49999,0,Low
3479,Tail_Assembly,Steel_4340,Ground_Taxi,3.65,25.22,847.94,0.407,343.31,343.31,1.0,-0.555,0.001717,0.5868,205.0,470,7.85,-29.2,684,413,2.5584,3.740279e-06,0.0003,1.369,0.7304,83.7,49983,0,Low
3480,Bulkhead,Al_7075-T6,1g_Level_Flight,21.38,50.34,830.07,-0.564,165.46,165.46,1.0,0.252,0.002351,1.4582,71.7,503,2.81,105.0,7945,159,50.0,9.3789355e-05,0.0093,3.04,0.3289,69.3,49534,0,Medium
3481,Bulkhead,Inconel_718,1g_Level_Flight,21.69,86.89,354.52,1.592,44.19,44.19,1.0,-0.839,0.0002,0.001,200.0,1034,8.19,-30.3,9366,620,3.2117,3.42911e-07,0.0,10.0,0.0427,100.0,49999,0,Low
3482,Rib_Section,Al_7075-T6,2.5g_Pull_Up,7.6,98.77,220.28,-0.277,9.61,14.41,1.5,-0.684,0.000236,0.2045,71.7,503,2.81,-15.6,6905,159,0.0625,9.055e-09,0.0,10.0,0.0287,84.6,49999,0,Low
3483,Engine_Mount,Inconel_718,2.5g_Pull_Up,22.48,59.94,647.06,2.416,120.72,120.72,1.0,0.52,0.000613,0.001,200.0,1034,8.19,285.4,14932,620,33.63,2.252212e-06,0.0,8.565,0.1167,78.12,49998,0,Low
3484,Engine_Mount,Al_2024-T3,2.5g_Pull_Up,4.64,25.83,261.39,1.491,65.09,227.81,3.5,0.697,0.000961,0.6442,73.1,345,2.78,143.8,4635,138,50.0,0.000206552666,0.0002,1.514,0.6603,55.73,49988,0,Medium
3485,Bulkhead,Inconel_718,2.5g_Pull_Up,27.94,36.15,687.38,2.504,186.35,372.7,2.0,0.797,0.000983,0.289,200.0,1034,8.19,-38.1,3034,620,50.0,0.002374466306,0.0,2.774,0.3604,75.36,49998,0,Low
3486,Engine_Mount,Al_2024-T3,Hard_Landing,20.26,53.18,458.52,1.874,84.62,126.93,1.5,0.395,0.001085,0.0281,73.1,345,2.78,91.5,9043,138,50.0,4.3577388e-05,0.0013,2.718,0.3679,56.31,49936,0,Medium
3487,Bulkhead,CFRP,1g_Level_Flight,18.74,46.93,676.9,3.15,113.92,170.88,1.5,0.092,0.000746,0.9528,135.0,600,1.6,-31.0,19472,300,50.0,1.7060306e-05,0.0004,3.511,0.2848,77.39,49979,0,Low
3488,Rib_Section,Al_2024-T3,1g_Level_Flight,34.67,45.1,241.74,0.38,59.37,207.78,3.5,-0.313,0.000741,0.001,73.1,345,2.78,59.6,33310,138,50.0,0.000130837639,0.0011,1.66,0.6023,64.6,49942,0,Medium
3489,Fuselage_Frame,Steel_4340,2.5g_Pull_Up,29.52,20.16,436.74,-0.391,214.01,321.01,1.5,0.07,0.001036,0.1428,205.0,470,7.85,24.1,16346,413,50.0,0.000291788029,0.0012,1.464,0.683,67.71,49941,0,Medium
3490,Bulkhead,Al_2024-T3,Neg1g_Push_Over,8.5,110.03,483.78,2.005,52.38,52.38,1.0,-0.599,0.000876,1.0173,73.1,345,2.78,86.9,7106,138,10.1595,1.429714e-06,0.0001,6.586,0.1518,81.4,49992,0,Low
3491,Landing_Gear,Steel_4340,2.5g_Pull_Up,34.74,8.42,802.21,3.18,982.51,1473.77,1.5,0.026,0.004788,1.5757,205.0,470,7.85,-3.3,20593,413,50.0,0.077295485125,0.6596,0.319,3.1357,40.23,17020,1,High
3492,Engine_Mount,Inconel_718,Gust_Load,5.24,55.6,233.94,1.772,46.95,46.95,1.0,-0.656,0.000272,0.001,200.0,1034,8.19,181.6,3139,620,0.4427,1.41031e-07,0.0,10.0,0.0454,97.81,49999,0,Low
3493,Bulkhead,Inconel_718,Pressurization,1.88,117.74,796.82,2.998,82.27,164.54,2.0,-0.579,0.000499,0.3511,200.0,1034,8.19,-10.9,20914,620,6.1777,2.95388e-07,0.0,6.284,0.1591,87.17,49999,0,Low
3494,Bulkhead,Inconel_718,Pressurization,27.52,80.87,686.08,-0.781,105.55,158.33,1.5,0.472,0.000492,0.0477,200.0,1034,8.19,45.5,9834,620,50.0,1.5114966e-05,0.0,6.531,0.1531,80.45,49999,0,Low
3495,Rib_Section,Al_2024-T3,Ground_Taxi,5.06,45.87,623.95,2.708,143.4,215.1,1.5,-0.311,0.00192,1.5509,73.1,345,2.78,30.1,4737,138,50.0,3.7646019e-05,0.0055,1.604,0.6235,61.78,49723,0,Medium
3496,Engine_Mount,Inconel_718,Gust_Load,15.6,21.8,670.97,2.941,294.78,442.17,1.5,-0.504,0.001579,0.1049,200.0,1034,8.19,222.9,17677,620,50.0,0.000130555251,0.0009,2.338,0.4276,66.45,49954,0,Medium
3497,Fuselage_Frame,Al_2024-T3,Neg1g_Push_Over,12.6,115.85,518.56,1.897,20.16,70.56,3.5,0.571,0.000333,0.1448,73.1,345,2.78,-52.9,8078,138,0.147,1.8199e-08,0.0,4.889,0.2045,87.44,49999,0,Low
3498,Rib_Section,Al_2024-T3,Ground_Taxi,9.96,6.61,215.03,0.971,331.0,496.5,1.5,0.581,0.004472,2.2167,73.1,345,2.78,14.6,14516,138,50.0,1.3645252e-05,0.4804,0.695,1.4391,56.67,25978,0,Medium
3499,Fuselage_Frame,Ti-6Al-4V,Pressurization,25.39,83.36,169.18,0.317,14.29,42.87,3.0,-0.48,8.4e-05,0.2285,113.8,880,4.43,-34.3,16344,510,1.9491,1.19257e-07,0.0,10.0,0.0487,93.0,49999,0,Low
3500,Skin_Panel,Ti-6Al-4V,Neg1g_Push_Over,7.77,106.22,737.73,-0.452,88.71,177.42,2.0,-0.931,0.000788,0.3345,113.8,880,4.43,-15.6,7493,510,50.0,2.6030247e-05,0.0,4.96,0.2016,75.56,49999,0,Low
3501,Rib_Section,Al_2024-T3,Ground_Taxi,3.83,7.89,619.12,3.333,777.22,1554.43,2.0,-0.61,0.010665,6.1146,73.1,345,2.78,65.5,64007,138,50.0,0.0631303337,5.0,0.222,4.5056,8.85,0,1,Critical
3502,Engine_Mount,Steel_4340,2.5g_Pull_Up,20.03,88.4,189.09,-0.129,21.18,21.18,1.0,-0.593,0.000228,0.0079,205.0,470,7.85,123.3,9160,413,0.1082,1.1816e-08,0.0,10.0,0.0451,89.07,49999,0,Low
3503,Wing_Spar,CFRP,2.5g_Pull_Up,16.68,119.87,526.68,1.996,26.55,92.94,3.5,-0.117,0.00025,0.001,135.0,600,1.6,80.3,62127,300,50.0,1.1569073e-05,0.0,6.456,0.1549,57.0,49999,0,Medium
3504,Engine_Mount,Al_7075-T6,Neg1g_Push_Over,14.21,78.56,385.94,-0.904,43.97,65.95,1.5,-0.142,0.000515,0.1834,71.7,503,2.81,157.3,4022,159,1.594,3.96322e-07,0.0,7.626,0.1311,89.65,49998,0,Low
3505,Engine_Mount,Ti-6Al-4V,Ground_Taxi,34.18,52.69,143.27,0.028,13.05,32.62,2.5,-0.217,3.6e-05,0.1864,113.8,880,4.43,231.9,2740,510,0.4323,1.57768e-07,0.0,10.0,0.0371,87.48,49999,0,Low
3506,Fuselage_Frame,Al_2024-T3,Hard_Landing,19.47,105.56,456.76,3.375,30.5,61.0,2.0,-0.872,0.000448,0.3256,73.1,345,2.78,-26.2,14948,138,0.1925,1.2878e-08,0.0,5.656,0.1768,95.93,49998,0,Low
3507,Fuselage_Frame,Al_7075-T6,Neg1g_Push_Over,2.66,68.73,246.48,1.823,35.07,52.6,1.5,0.212,0.000503,0.4883,71.7,503,2.81,40.0,11879,159,16.0436,1.350587e-06,0.0,9.562,0.1046,95.57,49998,0,Low
3508,Engine_Mount,Ti-6Al-4V,Neg1g_Push_Over,31.52,91.19,90.85,1.782,5.0,10.0,2.0,-0.77,1e-05,0.1093,113.8,880,4.43,265.4,11658,510,0.0041,3.48e-10,0.0,10.0,0.0114,96.16,49999,0,Low
3509,Engine_Mount,CFRP,Gust_Load,22.67,72.59,402.24,0.656,94.85,94.85,1.0,0.347,0.000808,0.2117,135.0,600,1.6,135.9,79558,300,50.0,2.146357e-06,0.0008,6.326,0.1581,73.79,49960,0,Medium
3510,Engine_Mount,Steel_4340,1g_Level_Flight,7.21,9.4,505.69,-0.884,550.31,550.31,1.0,-0.704,0.00246,1.455,205.0,470,7.85,242.8,100,413,50.0,0.00260121922,0.0003,0.854,1.1709,58.25,49984,0,Medium
3511,Fuselage_Frame,Al_2024-T3,Neg1g_Push_Over,9.22,29.51,49.4,2.164,33.01,49.51,1.5,0.053,0.000485,0.3348,73.1,345,2.78,-22.6,9063,138,1.0768,1.18817e-07,0.0,6.968,0.1435,96.65,49998,0,Low
3512,Engine_Mount,CFRP,Hard_Landing,32.12,14.06,347.76,2.15,245.71,245.71,1.0,0.514,0.001665,0.123,135.0,600,1.6,161.4,5499,300,50.0,0.000442822212,0.0025,2.442,0.4095,68.65,49876,0,Medium
3513,Engine_Mount,Ti-6Al-4V,2.5g_Pull_Up,30.2,17.27,226.44,2.956,132.71,398.13,3.0,-0.642,0.001254,0.7332,113.8,880,4.43,132.5,8377,510,50.0,1.994464e-05,0.0,2.21,0.4524,49.94,49998,0,High
3514,Skin_Panel,Al_2024-T3,Ground_Taxi,23.19,6.77,35.75,2.193,46.34,69.52,1.5,0.362,0.000607,0.5625,73.1,345,2.78,102.8,41748,138,1.8637,4.4642e-08,0.0005,4.963,0.2015,90.55,49973,0,Low
3515,Tail_Assembly,Al_7075-T6,1g_Level_Flight,5.4,53.43,115.56,0.665,60.99,121.98,2.0,-0.543,0.000925,0.4648,71.7,503,2.81,57.2,24795,159,50.0,6.59425e-06,0.0005,4.124,0.2425,66.04,49973,0,Medium
3516,Wing_Spar,Inconel_718,Ground_Taxi,26.08,25.54,126.79,1.314,48.0,144.0,3.0,0.189,0.000201,0.1632,200.0,1034,8.19,98.3,3378,620,9.3349,2.763433e-06,0.0,7.18,0.1393,81.45,49999,0,Low
3517,Landing_Gear,Steel_4340,2.5g_Pull_Up,24.79,103.41,163.61,0.238,6.77,6.77,1.0,0.681,0.000166,0.001,205.0,470,7.85,118.5,18273,413,0.0069,3.76e-10,0.0,10.0,0.0144,98.4,49999,0,Low
3518,Wing_Spar,Ti-6Al-4V,Neg1g_Push_Over,12.05,91.25,684.84,1.916,63.74,127.47,2.0,-0.447,0.000373,0.2617,113.8,880,4.43,191.5,12999,510,41.7418,3.211156e-06,0.0,6.903,0.1449,73.89,49999,0,Medium
3519,Tail_Assembly,Steel_4340,Gust_Load,32.5,70.92,379.17,0.869,58.5,58.5,1.0,0.482,0.000373,0.001,205.0,470,7.85,95.8,7866,413,1.8284,2.32449e-07,0.0,8.034,0.1245,95.87,49999,0,Low
3520,Landing_Gear,Al_2024-T3,Hard_Landing,23.76,61.24,133.55,-0.388,43.12,107.81,2.5,-0.765,0.000529,0.6398,73.1,345,2.78,103.1,6277,138,12.5486,1.999136e-06,0.0001,3.2,0.3125,71.15,49997,0,Medium
3521,Rib_Section,Inconel_718,1g_Level_Flight,33.33,34.42,94.25,3.211,43.68,152.89,3.5,0.259,0.000256,0.1563,200.0,1034,8.19,-0.8,13684,620,50.0,7.3062597e-05,0.0,6.763,0.1479,68.13,49999,0,Medium
3522,Engine_Mount,CFRP,Hard_Landing,20.77,59.62,260.27,0.112,32.31,32.31,1.0,-0.583,0.000281,0.1529,135.0,600,1.6,90.8,9496,300,1.602,1.68707e-07,0.0,10.0,0.0539,86.96,49999,0,Low
3523,Tail_Assembly,Steel_4340,Pressurization,30.87,78.74,680.33,3.215,74.69,74.69,1.0,-0.445,0.000225,0.001,205.0,470,7.85,45.4,11968,413,22.3837,1.8703e-06,0.0,6.293,0.1589,88.27,49999,0,Low
3524,Skin_Panel,Al_7075-T6,Hard_Landing,21.62,94.96,316.15,2.668,51.99,77.98,1.5,-0.435,0.000825,0.001,71.7,503,2.81,6.1,22240,159,0.1095,4.922e-09,0.0003,6.45,0.155,94.2,49987,0,Low
3525,Rib_Section,Ti-6Al-4V,Hard_Landing,20.79,14.39,144.31,-0.146,131.78,395.35,3.0,0.286,0.001197,0.7998,113.8,880,4.43,1.4,51174,510,50.0,0.000427957402,0.0002,2.226,0.4493,66.45,49988,0,Medium
3526,Engine_Mount,Al_7075-T6,Hard_Landing,10.67,86.47,349.46,-0.023,38.24,57.36,1.5,0.191,0.000545,0.4951,71.7,503,2.81,90.3,7936,159,4.3464,5.47685e-07,0.0,8.77,0.114,92.55,49998,0,Low
3527,Fuselage_Frame,Steel_4340,2.5g_Pull_Up,21.58,90.41,476.46,0.053,70.8,106.2,1.5,-0.704,0.000384,0.1497,205.0,470,7.85,19.2,8340,413,50.0,6.675776e-06,0.0,4.426,0.2259,74.08,49999,0,Medium
3528,Bulkhead,Inconel_718,Hard_Landing,10.3,69.28,34.85,-0.99,5.0,10.0,2.0,0.518,3.8e-05,0.001,200.0,1034,8.19,-10.9,27550,620,0.0061,2.2e-10,0.0,10.0,0.0097,95.4,49999,0,Low
3529,Tail_Assembly,CFRP,Gust_Load,4.83,29.65,537.22,1.521,168.55,337.11,2.0,-0.445,0.001332,0.8159,135.0,600,1.6,27.8,2086,300,50.0,0.000770782493,0.0002,1.78,0.5618,63.51,49989,0,Medium
3530,Fuselage_Frame,CFRP,Hard_Landing,10.44,67.01,341.88,1.75,35.88,53.82,1.5,-0.455,0.000219,0.0218,135.0,600,1.6,81.3,24204,300,2.0481,8.4617e-08,0.0,10.0,0.0897,100.0,49999,0,Low
3531,Tail_Assembly,Al_7075-T6,2.5g_Pull_Up,31.92,62.81,18.17,2.814,9.08,9.08,1.0,-0.679,0.00021,0.001,71.7,503,2.81,54.3,7443,159,0.0037,4.92e-10,0.0,10.0,0.018,84.78,49999,0,Low
3532,Skin_Panel,Al_2024-T3,Ground_Taxi,17.41,59.71,576.07,1.839,93.8,281.39,3.0,-0.677,0.00134,0.5482,73.1,345,2.78,11.5,8045,138,50.0,0.000155866147,0.0017,1.226,0.8156,56.47,49914,0,Medium
3533,Tail_Assembly,Al_2024-T3,2.5g_Pull_Up,3.13,57.97,608.41,0.837,108.52,162.78,1.5,-0.062,0.001467,0.0476,73.1,345,2.78,-27.7,5277,138,50.0,1.6591351e-05,0.002,2.119,0.4718,80.35,49899,0,Low
3534,Fuselage_Frame,Inconel_718,Pressurization,27.23,17.74,538.23,2.013,321.6,964.8,3.0,-0.329,0.001793,1.1397,200.0,1034,8.19,89.2,1963,620,50.0,0.01618790306,0.0001,1.072,0.9331,59.08,49992,0,Medium
3535,Skin_Panel,CFRP,Pressurization,4.02,26.03,297.22,2.694,104.38,156.56,1.5,-0.257,0.000818,0.4231,135.0,600,1.6,34.5,20513,300,50.0,2.2055957e-05,0.0003,3.832,0.2609,71.14,49984,0,Medium
3536,Landing_Gear,Al_7075-T6,Gust_Load,11.76,16.19,454.87,-0.214,282.31,282.31,1.0,-0.297,0.003957,2.5031,71.7,503,2.81,115.0,34362,159,50.0,7.1121259e-05,0.3415,1.782,0.5613,69.81,32924,0,Medium
3537,Wing_Spar,Al_7075-T6,Gust_Load,16.04,32.88,335.21,-0.898,81.87,122.8,1.5,0.233,0.001199,0.5361,71.7,503,2.81,206.8,10460,159,31.9344,3.052997e-06,0.0007,4.096,0.2441,85.99,49963,0,Low
3538,Engine_Mount,Al_7075-T6,Neg1g_Push_Over,21.06,35.3,598.52,1.504,187.01,280.52,1.5,-0.851,0.002598,0.6746,71.7,503,2.81,288.9,3193,159,50.0,5.1003813e-05,0.0061,1.793,0.5577,61.67,49694,0,Medium
3539,Tail_Assembly,Steel_4340,2.5g_Pull_Up,28.55,33.18,500.21,0.867,167.18,167.18,1.0,-0.45,0.000936,0.2242,205.0,470,7.85,-53.6,5568,413,50.0,5.8742514e-05,0.0001,2.811,0.3557,72.15,49992,0,Medium
3540,Engine_Mount,Inconel_718,Ground_Taxi,5.13,29.26,78.71,2.914,32.33,48.5,1.5,0.726,0.00016,0.001,200.0,1034,8.19,112.7,1322,620,0.1249,9.4494e-08,0.0,10.0,0.0469,93.81,49999,0,Low
3541,Bulkhead,Al_2024-T3,Neg1g_Push_Over,2.91,89.57,550.2,1.913,63.22,63.22,1.0,-0.134,0.000947,0.4866,73.1,345,2.78,12.4,26628,138,0.2308,8.666e-09,0.0012,5.457,0.1833,89.08,49941,0,Low
